risk_profile_id,account_id,risk_level,risk_score,chargeback_rate,refund_rate,risk_surcharge_rate,assessed_at
1121,1121,medium,0.1847,0.010187,0.025448,0.0015,2024-05-22 05:18:43
1122,1122,medium,0.2076,0.008577,0.038873,0.0015,2024-01-31 20:16:37
1123,1123,low,0.1178,0.004938,0.014314,0.0,2024-06-07 00:51:41
1124,1124,medium,0.1643,0.008277,0.031461,0.0015,2023-07-11 12:17:01
1125,1125,medium,0.1662,0.006412,0.019465,0.0015,2024-07-05 20:06:47
1126,1126,low,0.038,0.002828,0.004589,0.0,2024-12-22 19:08:38
1127,1127,low,0.0874,0.004185,0.008826,0.0,2024-11-09 15:37:54
1128,1128,high,0.3313,0.014246,0.067448,0.004,2024-04-19 17:16:38
1129,1129,medium,0.2197,0.013867,0.044216,0.0015,2022-03-21 11:49:03
1130,1130,medium,0.1978,0.010254,0.029059,0.0015,2024-09-18 17:32:23
1131,1131,medium,0.1373,0.010064,0.013779,0.0015,2023-05-17 12:29:11
1132,1132,low,0.12,0.004455,0.025442,0.0,2024-10-14 08:05:04
1133,1133,low,0.1103,0.005975,0.013301,0.0,2024-01-09 01:45:53
1134,1134,low,0.1228,0.005452,0.014482,0.0,2025-04-20 11:05:29
1135,1135,medium,0.1717,0.010838,0.02152,0.0015,2023-04-09 00:12:11
1136,1136,high,0.2807,0.015947,0.036729,0.004,2025-06-28 03:32:06
1137,1137,low,0.1075,0.004785,0.022755,0.0,2025-03-01 05:55:49
1138,1138,medium,0.1404,0.007861,0.024614,0.0015,2023-03-29 22:54:20
1139,1139,medium,0.18,0.011906,0.025369,0.0015,2023-10-23 03:49:14
1140,1140,high,0.3022,0.02236,0.057922,0.004,2023-12-28 21:13:07
1141,1141,medium,0.1825,0.008044,0.035182,0.0015,2024-11-17 11:34:51
1142,1142,medium,0.1429,0.005311,0.01851,0.0015,2024-07-31 18:24:30
1143,1143,low,0.1188,0.006846,0.014365,0.0,2025-03-11 13:22:24
1144,1144,low,0.1268,0.006003,0.015005,0.0,2023-05-21 23:29:57
1145,1145,low,0.0367,0.002381,0.005246,0.0,2023-11-22 13:18:50
1146,1146,low,0.109,0.007167,0.011273,0.0,2023-08-13 10:09:07
1147,1147,medium,0.1738,0.007398,0.026576,0.0015,2025-05-29 06:25:09
1148,1148,medium,0.1315,0.006957,0.01633,0.0015,2023-02-22 05:07:21
1149,1149,medium,0.1874,0.006736,0.035993,0.0015,2024-03-14 04:27:11
1150,1150,low,0.0671,0.004299,0.009372,0.0,2022-06-14 09:17:41
1151,1151,low,0.0889,0.005056,0.015833,0.0,2025-03-09 04:12:20
1152,1152,medium,0.1806,0.013392,0.032845,0.0015,2023-06-10 14:38:37
1153,1153,low,0.1124,0.005455,0.021974,0.0,2023-04-11 22:16:37
1154,1154,medium,0.1991,0.012201,0.031267,0.0015,2024-03-08 10:20:16
1155,1155,low,0.0641,0.003711,0.009484,0.0,2023-11-14 09:09:30
1156,1156,medium,0.1491,0.008531,0.019518,0.0015,2025-03-06 00:45:29
1157,1157,low,0.0897,0.004663,0.009076,0.0,2023-12-28 23:17:14
1158,1158,low,0.0834,0.004161,0.009912,0.0,2023-12-09 05:58:08
1159,1159,low,0.0942,0.004163,0.011929,0.0,2022-05-24 14:41:38
1160,1160,medium,0.1629,0.010204,0.029153,0.0015,2022-01-31 00:16:23
1161,1161,low,0.0971,0.006134,0.018934,0.0,2023-06-30 05:16:33
1162,1162,medium,0.1435,0.008853,0.022257,0.0015,2025-09-27 13:06:01
1163,1163,medium,0.1382,0.010241,0.027442,0.0015,2025-06-08 22:01:49
1164,1164,low,0.0459,0.002204,0.006647,0.0,2024-05-10 10:39:41
1165,1165,medium,0.1321,0.005475,0.023584,0.0015,2024-05-12 23:29:02
1166,1166,medium,0.1369,0.005114,0.022837,0.0015,2023-06-20 13:50:54
1167,1167,high,0.3033,0.01223,0.035801,0.004,2022-01-12 16:36:22
1168,1168,medium,0.1309,0.005971,0.020355,0.0015,2023-04-09 13:18:29
1169,1169,low,0.0832,0.003112,0.017983,0.0,2023-03-09 22:16:55
1170,1170,medium,0.1687,0.01227,0.019902,0.0015,2022-09-20 02:42:36
1171,1171,low,0.0198,0.000953,0.002951,0.0,2022-12-21 12:58:18
1172,1172,low,0.1015,0.007333,0.014203,0.0,2022-02-03 22:59:35
1173,1173,medium,0.139,0.006956,0.026345,0.0015,2024-04-11 16:32:56
1174,1174,medium,0.2208,0.012498,0.023101,0.0015,2025-06-22 18:22:54
1175,1175,medium,0.2182,0.012825,0.033676,0.0015,2024-08-03 00:20:39
1176,1176,high,0.2712,0.013816,0.035726,0.004,2023-09-06 03:32:34
1177,1177,medium,0.1644,0.008106,0.022318,0.0015,2023-07-29 22:14:41
1178,1178,medium,0.1302,0.008009,0.019381,0.0015,2023-02-25 16:59:29
1179,1179,low,0.101,0.007172,0.013629,0.0,2022-07-14 19:28:35
1180,1180,high,0.3713,0.024105,0.062432,0.004,2024-03-29 17:12:11
1181,1181,medium,0.1798,0.009462,0.024172,0.0015,2024-02-15 00:06:55
1182,1182,medium,0.1898,0.012606,0.039875,0.0015,2022-01-11 00:08:53
1183,1183,high,0.2528,0.015245,0.03885,0.004,2023-07-23 10:24:09
1184,1184,medium,0.1452,0.008054,0.017227,0.0015,2023-01-16 08:01:18
1185,1185,medium,0.2385,0.01679,0.032127,0.0015,2022-08-21 22:41:23
1186,1186,medium,0.1929,0.010646,0.037748,0.0015,2024-08-19 17:59:41
1187,1187,medium,0.1468,0.007716,0.016597,0.0015,2023-12-21 07:55:27
1188,1188,medium,0.2052,0.012658,0.029871,0.0015,2024-05-16 23:55:45
1189,1189,high,0.2799,0.014652,0.059862,0.004,2024-09-03 01:01:45
1190,1190,medium,0.1768,0.008215,0.017701,0.0015,2025-09-05 02:39:10
1191,1191,medium,0.1377,0.007658,0.029825,0.0015,2025-01-03 04:18:12
1192,1192,medium,0.2324,0.016857,0.033261,0.0015,2024-04-28 15:35:03
1193,1193,low,0.1011,0.005567,0.01267,0.0,2025-04-17 12:02:08
1194,1194,medium,0.2051,0.015296,0.04082,0.0015,2023-10-16 05:28:22
1195,1195,low,0.0559,0.003789,0.008735,0.0,2025-09-09 03:51:25
1196,1196,medium,0.1362,0.007411,0.015348,0.0015,2024-11-07 15:21:14
1197,1197,medium,0.2497,0.012111,0.044951,0.0015,2024-06-09 09:48:07
1198,1198,low,0.1072,0.006521,0.02073,0.0,2025-05-20 18:03:38
1199,1199,medium,0.1662,0.012166,0.025617,0.0015,2023-12-06 15:04:13
1200,1200,medium,0.2082,0.010734,0.038667,0.0015,2024-09-12 21:53:21
1201,1201,low,0.1034,0.004502,0.011668,0.0,2023-01-25 12:17:03
1202,1202,medium,0.1758,0.007072,0.018247,0.0015,2025-08-10 16:09:03
1203,1203,high,0.3049,0.016973,0.038495,0.004,2024-05-02 18:23:52
1204,1204,low,0.0933,0.004922,0.020308,0.0,2024-12-05 18:47:37
1205,1205,medium,0.202,0.011224,0.024451,0.0015,2023-09-23 06:56:20
1206,1206,low,0.01,0.000544,0.002104,0.0,2025-03-31 18:49:29
1207,1207,medium,0.1407,0.008156,0.019087,0.0015,2022-04-12 11:24:27
1208,1208,medium,0.2314,0.011003,0.036786,0.0015,2022-06-06 02:15:53
1209,1209,medium,0.1311,0.007084,0.024196,0.0015,2023-11-25 17:38:54
1210,1210,medium,0.1456,0.007585,0.017527,0.0015,2024-09-28 22:36:00
1211,1211,medium,0.1412,0.007918,0.017504,0.0015,2025-01-12 00:16:54
1212,1212,medium,0.1391,0.00737,0.018132,0.0015,2023-08-26 00:59:31
1213,1213,low,0.0605,0.00369,0.009512,0.0,2024-06-07 18:04:14
1214,1214,low,0.1179,0.007475,0.016682,0.0,2024-01-27 15:30:14
1215,1215,medium,0.1806,0.009213,0.019922,0.0015,2025-08-08 08:43:17
1216,1216,low,0.1087,0.006984,0.014351,0.0,2024-06-13 19:29:25
1217,1217,medium,0.1541,0.011017,0.030711,0.0015,2023-07-25 05:49:12
1218,1218,medium,0.234,0.015384,0.037907,0.0015,2025-08-19 16:58:11
1219,1219,low,0.1188,0.007842,0.025389,0.0,2022-05-27 17:19:54
1220,1220,medium,0.1588,0.010216,0.02117,0.0015,2025-09-08 21:40:03
1221,1221,low,0.0767,0.003892,0.010082,0.0,2022-07-30 16:33:22
1222,1222,low,0.01,0.000732,0.001511,0.0,2023-01-30 07:06:35
1223,1223,low,0.1285,0.005486,0.014079,0.0,2025-01-28 18:30:19
1224,1224,medium,0.1577,0.007369,0.021756,0.0015,2024-09-30 18:35:41
1225,1225,low,0.0826,0.003576,0.011831,0.0,2025-08-20 10:40:13
1226,1226,medium,0.1642,0.008927,0.028665,0.0015,2024-10-22 23:27:34
1227,1227,medium,0.1793,0.011636,0.020981,0.0015,2024-05-21 10:15:45
1228,1228,low,0.1081,0.004903,0.022346,0.0,2023-04-20 00:03:13
1229,1229,medium,0.1692,0.012424,0.034711,0.0015,2022-01-07 10:43:21
1230,1230,high,0.3086,0.018961,0.050486,0.004,2022-06-19 10:53:32
1231,1231,low,0.0564,0.004084,0.008485,0.0,2023-02-12 08:37:19
1232,1232,medium,0.1919,0.01137,0.035284,0.0015,2022-02-26 00:22:14
1233,1233,medium,0.2189,0.0128,0.02724,0.0015,2023-11-27 04:33:15
1234,1234,medium,0.185,0.013611,0.031013,0.0015,2024-11-29 09:43:46
1235,1235,medium,0.1522,0.011087,0.02047,0.0015,2025-08-10 17:34:48
1236,1236,medium,0.1832,0.011495,0.038604,0.0015,2023-11-01 21:49:18
1237,1237,low,0.0868,0.003435,0.013682,0.0,2025-04-12 00:10:07
1238,1238,medium,0.1597,0.006344,0.025669,0.0015,2025-09-10 05:15:17
1239,1239,low,0.1177,0.00428,0.022547,0.0,2025-03-22 05:53:18
1240,1240,low,0.1247,0.005102,0.024215,0.0,2023-09-29 02:00:30
1241,1241,medium,0.2172,0.012357,0.027854,0.0015,2023-03-21 22:56:56
1242,1242,low,0.1088,0.005748,0.018843,0.0,2025-08-30 18:58:12
1243,1243,medium,0.168,0.01054,0.034249,0.0015,2022-11-27 22:26:26
1244,1244,medium,0.2034,0.014376,0.03042,0.0015,2023-07-18 00:51:47
1245,1245,high,0.2535,0.012692,0.028733,0.004,2022-04-12 06:34:08
1246,1246,high,0.3105,0.021667,0.063417,0.004,2024-12-21 18:10:20
1247,1247,medium,0.1579,0.011186,0.032762,0.0015,2024-06-07 23:27:15
1248,1248,medium,0.1877,0.011659,0.022216,0.0015,2022-04-27 00:47:10
1249,1249,medium,0.1781,0.012185,0.022402,0.0015,2022-10-31 14:20:34
1250,1250,medium,0.152,0.010949,0.019562,0.0015,2024-01-30 20:55:07
1251,1251,medium,0.1921,0.010234,0.038459,0.0015,2024-01-10 06:48:43
1252,1252,medium,0.1753,0.009661,0.037626,0.0015,2025-01-02 05:13:36
1253,1253,medium,0.1436,0.007991,0.021166,0.0015,2022-12-31 00:30:41
1254,1254,low,0.0935,0.004994,0.019832,0.0,2025-06-18 23:48:18
1255,1255,low,0.1124,0.0082,0.011523,0.0,2023-09-01 00:57:31
1256,1256,low,0.0867,0.003352,0.012797,0.0,2025-01-30 07:02:52
1257,1257,medium,0.133,0.006589,0.015157,0.0015,2022-11-23 02:31:36
1258,1258,low,0.01,0.000713,0.002183,0.0,2022-02-20 13:49:22
1259,1259,medium,0.2215,0.014613,0.02737,0.0015,2022-03-17 07:31:21
1260,1260,medium,0.1508,0.007018,0.031989,0.0015,2023-05-25 20:33:47
1261,1261,high,0.2532,0.015581,0.048911,0.004,2025-07-27 21:55:14
1262,1262,medium,0.1915,0.006718,0.039627,0.0015,2022-03-08 14:52:05
1263,1263,low,0.0701,0.003948,0.011287,0.0,2023-05-20 18:17:20
1264,1264,low,0.0641,0.004595,0.01034,0.0,2022-05-30 11:57:22
1265,1265,medium,0.2024,0.012087,0.023818,0.0015,2025-06-28 09:07:40
1266,1266,low,0.1282,0.00915,0.014743,0.0,2024-07-12 19:38:03
1267,1267,medium,0.2322,0.008828,0.041633,0.0015,2024-11-09 08:41:26
1268,1268,medium,0.2057,0.011588,0.027341,0.0015,2024-09-02 17:41:35
1269,1269,low,0.01,0.000624,0.00157,0.0,2024-06-17 19:29:48
1270,1270,low,0.1011,0.003674,0.011602,0.0,2024-11-24 10:47:50
1271,1271,medium,0.1847,0.012866,0.031534,0.0015,2022-01-12 02:45:09
1272,1272,high,0.3571,0.016163,0.039046,0.004,2025-03-29 22:40:09
1273,1273,low,0.0994,0.006918,0.012019,0.0,2024-10-09 03:14:41
1274,1274,medium,0.1344,0.00621,0.015815,0.0015,2024-10-08 13:00:50
1275,1275,low,0.1021,0.007582,0.011896,0.0,2023-06-23 05:18:36
1276,1276,low,0.0697,0.004917,0.012206,0.0,2024-12-31 14:12:57
1277,1277,medium,0.171,0.011843,0.017851,0.0015,2023-06-07 07:51:30
1278,1278,high,0.336,0.020998,0.060743,0.004,2022-03-08 23:34:35
1279,1279,medium,0.2328,0.011889,0.042111,0.0015,2025-05-26 21:27:42
1280,1280,low,0.0689,0.003673,0.008536,0.0,2022-11-17 20:15:28
1281,1281,low,0.0836,0.00489,0.013107,0.0,2022-05-20 09:35:06
1282,1282,medium,0.173,0.007904,0.020952,0.0015,2024-04-30 18:08:51
1283,1283,medium,0.2385,0.010792,0.03238,0.0015,2022-11-16 15:18:12
1284,1284,medium,0.1731,0.009419,0.03347,0.0015,2025-03-19 21:58:11
1285,1285,medium,0.1888,0.010601,0.030352,0.0015,2023-08-31 01:12:32
1286,1286,high,0.3313,0.022166,0.071493,0.004,2022-01-07 03:44:53
1287,1287,high,0.3407,0.022079,0.072436,0.004,2025-07-25 22:48:36
1288,1288,medium,0.1854,0.011125,0.023361,0.0015,2023-12-06 00:18:37
1289,1289,high,0.2777,0.016989,0.054871,0.004,2022-12-26 18:04:18
1290,1290,medium,0.2115,0.014773,0.029827,0.0015,2024-07-15 12:41:59
1291,1291,low,0.0975,0.00364,0.014238,0.0,2023-12-27 21:00:12
1292,1292,low,0.1079,0.006239,0.018501,0.0,2022-02-10 12:03:59
1293,1293,low,0.0421,0.001576,0.00676,0.0,2024-11-05 04:44:32
1294,1294,high,0.2565,0.010107,0.054444,0.004,2023-07-04 01:18:20
1295,1295,high,0.2791,0.015078,0.058239,0.004,2024-08-15 08:24:19
1296,1296,medium,0.1817,0.009205,0.027929,0.0015,2025-05-10 05:29:03
1297,1297,medium,0.1464,0.009425,0.029173,0.0015,2024-04-15 07:38:23
1298,1298,medium,0.1447,0.009802,0.030336,0.0015,2024-07-07 18:23:30
1299,1299,medium,0.1663,0.011079,0.031084,0.0015,2022-12-15 08:40:30
1300,1300,medium,0.1347,0.007838,0.024752,0.0015,2022-11-22 02:47:57
1301,1301,medium,0.2401,0.008462,0.040268,0.0015,2023-07-22 17:20:00
1302,1302,medium,0.1895,0.006809,0.034688,0.0015,2025-03-12 14:30:36
1303,1303,low,0.0506,0.002158,0.005966,0.0,2023-12-19 02:18:13
1304,1304,medium,0.1573,0.007191,0.019614,0.0015,2023-04-22 02:34:03
1305,1305,medium,0.2092,0.011179,0.030152,0.0015,2024-12-02 12:10:27
1306,1306,low,0.0783,0.003931,0.016696,0.0,2025-03-13 09:00:44
1307,1307,high,0.253,0.010386,0.034373,0.004,2025-05-19 15:58:31
1308,1308,low,0.01,0.000389,0.001154,0.0,2023-02-13 22:55:04
1309,1309,medium,0.1451,0.005203,0.022567,0.0015,2024-08-28 18:54:32
1310,1310,medium,0.2111,0.007973,0.029708,0.0015,2024-03-18 13:23:40
1311,1311,medium,0.202,0.007076,0.044213,0.0015,2023-09-07 04:38:37
1312,1312,low,0.0389,0.001411,0.005696,0.0,2023-06-28 00:20:10
1313,1313,medium,0.2044,0.01081,0.034248,0.0015,2022-06-06 17:00:50
1314,1314,low,0.0285,0.001766,0.006146,0.0,2023-01-11 23:03:21
1315,1315,medium,0.2485,0.01286,0.051424,0.0015,2024-01-22 22:36:28
1316,1316,high,0.3614,0.016445,0.075288,0.004,2025-04-27 19:27:28
1317,1317,medium,0.1944,0.011589,0.037915,0.0015,2025-03-31 03:43:36
1318,1318,medium,0.1365,0.008233,0.019592,0.0015,2022-09-14 15:04:32
1319,1319,low,0.0452,0.00287,0.008725,0.0,2024-07-18 07:31:25
1320,1320,medium,0.1357,0.006292,0.023312,0.0015,2022-04-27 00:32:02
1321,1321,high,0.2967,0.021735,0.042594,0.004,2024-07-12 10:01:44
1322,1322,low,0.1173,0.004915,0.019214,0.0,2023-04-13 18:08:42
1323,1323,low,0.1276,0.009382,0.025994,0.0,2023-09-08 09:25:07
1324,1324,low,0.1198,0.007224,0.012919,0.0,2024-09-08 17:31:42
1325,1325,medium,0.1644,0.007542,0.034159,0.0015,2023-08-05 05:56:09
1326,1326,medium,0.1469,0.006312,0.027211,0.0015,2025-01-09 13:35:40
1327,1327,high,0.2722,0.012051,0.037902,0.004,2023-12-31 22:31:18
1328,1328,medium,0.1351,0.008221,0.020038,0.0015,2025-09-28 06:44:32
1329,1329,medium,0.2028,0.014872,0.030802,0.0015,2024-05-23 02:43:20
1330,1330,low,0.1286,0.008968,0.01955,0.0,2023-02-10 10:09:32
1331,1331,medium,0.1481,0.010997,0.015176,0.0015,2024-11-26 14:14:17
1332,1332,medium,0.1678,0.008036,0.020427,0.0015,2023-07-13 01:33:00
1333,1333,low,0.0992,0.005012,0.015113,0.0,2024-01-01 17:49:06
1334,1334,low,0.0745,0.004832,0.008259,0.0,2022-07-07 04:06:58
1335,1335,medium,0.2157,0.009709,0.025204,0.0015,2022-06-13 06:16:30
1336,1336,medium,0.1396,0.006769,0.029517,0.0015,2024-02-26 10:11:42
1337,1337,medium,0.201,0.00934,0.03376,0.0015,2022-09-13 09:26:11
1338,1338,medium,0.1678,0.008609,0.034979,0.0015,2025-09-26 16:32:52
1339,1339,medium,0.1366,0.009,0.024311,0.0015,2025-03-16 13:28:39
1340,1340,low,0.0227,0.000802,0.003239,0.0,2024-08-16 19:19:31
1341,1341,medium,0.1503,0.005416,0.02966,0.0015,2024-10-02 01:38:43
1342,1342,medium,0.1505,0.00529,0.025489,0.0015,2024-03-25 06:01:40
1343,1343,low,0.1104,0.006687,0.018011,0.0,2022-03-24 11:27:24
1344,1344,low,0.1064,0.005284,0.011813,0.0,2023-06-21 18:15:43
1345,1345,low,0.1215,0.006543,0.015149,0.0,2023-11-10 06:09:20
1346,1346,medium,0.1544,0.008286,0.016196,0.0015,2025-06-06 03:05:20
1347,1347,medium,0.2039,0.008792,0.022478,0.0015,2022-10-28 06:20:02
1348,1348,low,0.0654,0.004357,0.013533,0.0,2023-11-11 18:45:56
1349,1349,medium,0.2419,0.010271,0.04715,0.0015,2023-04-16 16:23:27
1350,1350,medium,0.1439,0.008975,0.018218,0.0015,2022-07-03 19:32:04
1351,1351,low,0.1272,0.008211,0.016409,0.0,2022-05-21 22:17:08
1352,1352,high,0.3002,0.013574,0.047676,0.004,2023-05-15 20:06:20
1353,1353,high,0.2541,0.016102,0.035483,0.004,2022-04-23 18:03:20
1354,1354,medium,0.148,0.006466,0.024659,0.0015,2022-04-02 21:12:57
1355,1355,medium,0.218,0.012218,0.027476,0.0015,2023-04-25 23:42:35
1356,1356,medium,0.1585,0.010095,0.023603,0.0015,2022-10-04 07:22:32
1357,1357,low,0.1163,0.004748,0.024417,0.0,2024-01-29 23:30:19
1358,1358,low,0.1247,0.007744,0.019347,0.0,2022-01-25 04:06:05
1359,1359,medium,0.22,0.008872,0.045103,0.0015,2023-02-17 21:06:56
1360,1360,medium,0.1821,0.006891,0.029818,0.0015,2023-09-13 02:05:10
1361,1361,high,0.2564,0.012557,0.038779,0.004,2025-08-10 13:57:05
1362,1362,medium,0.1992,0.008713,0.032129,0.0015,2024-05-18 01:13:33
1363,1363,medium,0.1746,0.007152,0.032985,0.0015,2025-04-19 19:46:38
1364,1364,high,0.2625,0.011901,0.057698,0.004,2023-04-15 14:58:41
1365,1365,low,0.0979,0.006409,0.010135,0.0,2023-09-08 04:52:38
1366,1366,medium,0.2446,0.016981,0.039633,0.0015,2023-07-30 01:58:27
1367,1367,low,0.0499,0.003616,0.009013,0.0,2025-04-28 22:56:29
1368,1368,low,0.0895,0.00654,0.013302,0.0,2025-08-05 04:45:31
1369,1369,medium,0.2036,0.012245,0.034323,0.0015,2025-08-09 11:21:26
1370,1370,medium,0.1661,0.010424,0.017683,0.0015,2024-10-25 16:27:11
1371,1371,high,0.2847,0.01344,0.038049,0.004,2023-11-20 06:08:53
1372,1372,low,0.1176,0.008327,0.017084,0.0,2024-01-10 21:24:18
1373,1373,high,0.2654,0.01299,0.039481,0.004,2025-09-03 08:06:38
1374,1374,medium,0.1757,0.011316,0.031946,0.0015,2023-01-25 06:02:45
1375,1375,high,0.2789,0.018519,0.058098,0.004,2023-04-20 07:06:05
1376,1376,medium,0.2217,0.016431,0.023795,0.0015,2025-05-12 02:11:56
1377,1377,low,0.0766,0.002778,0.011785,0.0,2023-06-13 11:43:54
1378,1378,medium,0.142,0.006399,0.020986,0.0015,2022-11-18 14:42:30
1379,1379,high,0.2582,0.013907,0.055715,0.004,2024-02-06 17:20:05
1380,1380,low,0.0727,0.004863,0.013426,0.0,2023-03-22 01:39:09
1381,1381,high,0.3481,0.022284,0.074692,0.004,2025-05-03 17:09:13
1382,1382,low,0.0795,0.003024,0.012759,0.0,2025-05-28 14:24:57
1383,1383,low,0.1215,0.008414,0.021294,0.0,2023-02-23 14:55:26
1384,1384,low,0.1191,0.006131,0.024113,0.0,2023-12-26 09:55:29
1385,1385,low,0.0775,0.005366,0.008094,0.0,2025-09-08 02:26:10
1386,1386,low,0.0986,0.006934,0.0208,0.0,2024-10-12 11:46:58
1387,1387,medium,0.2241,0.016074,0.03522,0.0015,2022-10-22 23:28:35
1388,1388,medium,0.2011,0.013361,0.043318,0.0015,2024-03-19 03:19:59
1389,1389,high,0.2563,0.016696,0.025921,0.004,2024-04-28 00:14:38
1390,1390,low,0.0742,0.004112,0.008257,0.0,2024-06-12 21:42:57
1391,1391,medium,0.1854,0.010617,0.020211,0.0015,2022-02-04 05:08:34
1392,1392,high,0.2503,0.013931,0.026709,0.004,2023-02-14 13:21:08
1393,1393,low,0.072,0.004005,0.008355,0.0,2025-03-15 02:40:56
1394,1394,high,0.2581,0.011211,0.036136,0.004,2022-11-27 04:43:39
1395,1395,medium,0.1376,0.006621,0.015974,0.0015,2023-02-14 23:36:25
1396,1396,low,0.1191,0.005013,0.013983,0.0,2023-03-18 04:04:07
1397,1397,low,0.1114,0.007096,0.017153,0.0,2022-08-31 15:59:53
1398,1398,medium,0.243,0.012591,0.042571,0.0015,2022-08-01 15:27:26
1399,1399,medium,0.1408,0.006297,0.014837,0.0015,2023-04-20 17:12:52
1400,1400,medium,0.184,0.012326,0.031093,0.0015,2025-04-11 01:29:21
1401,1401,high,0.2939,0.020816,0.049919,0.004,2022-01-03 02:23:45
1402,1402,medium,0.2025,0.007124,0.028044,0.0015,2023-01-23 11:33:47
1403,1403,medium,0.2235,0.015673,0.027405,0.0015,2022-03-24 22:30:19
1404,1404,medium,0.1556,0.005612,0.02737,0.0015,2024-02-08 02:49:11
1405,1405,low,0.01,0.000634,0.001938,0.0,2022-12-09 19:45:28
1406,1406,medium,0.2106,0.014758,0.028238,0.0015,2024-12-19 10:06:15
1407,1407,low,0.0775,0.003441,0.012485,0.0,2024-03-11 07:16:16
1408,1408,medium,0.1337,0.009728,0.01496,0.0015,2024-12-08 06:30:47
1409,1409,medium,0.167,0.010654,0.032363,0.0015,2024-05-18 13:17:29
1410,1410,medium,0.1732,0.012879,0.031096,0.0015,2023-08-23 17:05:51
1411,1411,low,0.1235,0.005308,0.018698,0.0,2025-03-23 19:16:12
1412,1412,low,0.0995,0.003995,0.017185,0.0,2023-10-14 12:28:47
1413,1413,high,0.2547,0.015654,0.054658,0.004,2025-07-23 12:14:58
1414,1414,medium,0.2435,0.013539,0.040771,0.0015,2025-09-22 18:02:52
1415,1415,medium,0.1975,0.013349,0.029873,0.0015,2024-03-16 18:44:48
1416,1416,low,0.1019,0.005316,0.015728,0.0,2024-07-11 20:23:03
1417,1417,high,0.3177,0.011143,0.038701,0.004,2022-12-16 17:54:47
1418,1418,medium,0.1653,0.008993,0.034581,0.0015,2025-01-19 10:12:33
1419,1419,high,0.3368,0.020758,0.055943,0.004,2024-07-07 17:42:57
1420,1420,medium,0.2476,0.011757,0.036493,0.0015,2025-05-19 16:39:06
1421,1421,medium,0.169,0.009308,0.035883,0.0015,2023-01-01 06:24:56
1422,1422,medium,0.1395,0.008252,0.023181,0.0015,2024-12-13 10:08:58
1423,1423,low,0.0683,0.00435,0.008024,0.0,2023-10-06 08:05:45
1424,1424,medium,0.2228,0.009896,0.04081,0.0015,2022-09-11 07:48:29
1425,1425,medium,0.1575,0.007206,0.034028,0.0015,2022-08-23 04:43:37
1426,1426,high,0.2837,0.017726,0.056527,0.004,2024-02-09 01:11:22
1427,1427,medium,0.2,0.009834,0.029128,0.0015,2023-03-14 00:10:07
1428,1428,medium,0.155,0.01008,0.030549,0.0015,2022-05-20 09:23:20
1429,1429,low,0.0644,0.002941,0.010153,0.0,2023-08-08 08:04:02
1430,1430,medium,0.1923,0.012538,0.02857,0.0015,2024-06-12 04:44:21
1431,1431,medium,0.1714,0.007078,0.028564,0.0015,2023-03-13 07:44:20
1432,1432,low,0.0531,0.002819,0.0058,0.0,2025-07-30 22:01:56
1433,1433,medium,0.2142,0.009139,0.028215,0.0015,2024-12-02 10:05:59
1434,1434,low,0.1074,0.005975,0.018206,0.0,2023-12-03 10:01:08
1435,1435,low,0.1054,0.006638,0.012018,0.0,2025-07-02 14:33:01
1436,1436,medium,0.1314,0.007373,0.019613,0.0015,2023-08-16 07:21:10
1437,1437,medium,0.2376,0.009835,0.047347,0.0015,2022-07-11 01:35:49
1438,1438,low,0.0835,0.006003,0.017314,0.0,2022-02-19 00:47:21
1439,1439,low,0.0522,0.001835,0.006358,0.0,2025-07-07 05:11:23
1440,1440,medium,0.1379,0.008855,0.029418,0.0015,2025-08-05 23:19:01
1441,1441,low,0.0539,0.003444,0.008411,0.0,2024-10-08 07:03:51
1442,1442,medium,0.1672,0.011845,0.019772,0.0015,2022-05-21 21:47:02
1443,1443,medium,0.1348,0.009362,0.025622,0.0015,2023-02-06 17:07:59
1444,1444,medium,0.1378,0.005652,0.015194,0.0015,2022-02-26 04:42:31
1445,1445,medium,0.1731,0.012607,0.0325,0.0015,2022-03-12 02:35:31
1446,1446,low,0.0545,0.002238,0.010022,0.0,2022-12-03 14:51:32
1447,1447,low,0.1152,0.006628,0.020326,0.0,2024-02-22 16:33:28
1448,1448,medium,0.2155,0.00889,0.042954,0.0015,2022-03-31 15:29:42
1449,1449,low,0.1178,0.005907,0.023405,0.0,2025-09-08 22:25:24
1450,1450,medium,0.1362,0.009087,0.020828,0.0015,2023-09-15 14:25:44
1451,1451,high,0.3599,0.026069,0.058276,0.004,2022-12-27 22:34:35
1452,1452,low,0.0751,0.003592,0.011274,0.0,2023-12-08 00:11:40
1453,1453,low,0.1221,0.006404,0.021201,0.0,2024-12-16 22:22:48
1454,1454,low,0.0675,0.004528,0.010981,0.0,2023-03-04 14:17:47
1455,1455,medium,0.166,0.009771,0.022509,0.0015,2022-03-06 23:58:07
1456,1456,medium,0.2021,0.014332,0.030477,0.0015,2022-03-11 17:08:04
1457,1457,medium,0.1734,0.008351,0.029101,0.0015,2025-03-11 12:24:02
1458,1458,medium,0.1661,0.00706,0.03256,0.0015,2022-06-02 16:03:47
1459,1459,medium,0.2131,0.012134,0.024765,0.0015,2024-05-19 10:49:07
1460,1460,low,0.0993,0.00533,0.016631,0.0,2023-06-11 00:02:51
