account_id,email,created_at,region,business_segment,company_size,account_status,closed_at
1283,company_01283@example.com,2022-11-16 15:18:12,Northwest,ecommerce,small,active,
1284,company_01284@example.com,2025-03-19 21:58:11,Ural,services,small,active,
1285,company_01285@example.com,2023-08-31 01:12:32,Ural,ecommerce,small,active,
1286,company_01286@example.com,2022-01-07 03:44:53,Northwest,travel,small,churned,2024-06-06 03:01:42.055691935
1287,company_01287@example.com,2025-07-25 22:48:36,Volga,travel,small,active,
1288,company_01288@example.com,2023-12-06 00:18:37,Siberia,services,small,active,
1289,company_01289@example.com,2022-12-26 18:04:18,Moscow,ecommerce,small,active,
1290,company_01290@example.com,2024-07-15 12:41:59,Volga,entertainment,small,churned,2026-02-10 22:49:22.741942152
1291,company_01291@example.com,2023-12-27 21:00:12,Volga,services,small,active,
1292,company_01292@example.com,2022-02-10 12:03:59,Moscow,education,large,active,
1293,company_01293@example.com,2024-11-05 04:44:32,Moscow,services,medium,active,
1294,company_01294@example.com,2023-07-04 01:18:20,Moscow,ecommerce,small,active,
1295,company_01295@example.com,2024-08-15 08:24:19,Saint Petersburg,travel,small,active,
1296,company_01296@example.com,2025-05-10 05:29:03,Moscow,ecommerce,small,active,
1297,company_01297@example.com,2024-04-15 07:38:23,Central,services,small,active,
1298,company_01298@example.com,2024-07-07 18:23:30,Ural,ecommerce,small,active,
1299,company_01299@example.com,2022-12-15 08:40:30,Volga,ecommerce,small,active,
1300,company_01300@example.com,2022-11-22 02:47:57,South,ecommerce,small,active,
1301,company_01301@example.com,2023-07-22 17:20:00,Moscow,ecommerce,small,active,
1302,company_01302@example.com,2025-03-12 14:30:36,Siberia,entertainment,medium,active,
1303,company_01303@example.com,2023-12-19 02:18:13,Moscow,saas,medium,active,
1304,company_01304@example.com,2023-04-22 02:34:03,Saint Petersburg,ecommerce,medium,active,
1305,company_01305@example.com,2024-12-02 12:10:27,Volga,ecommerce,small,active,
1306,company_01306@example.com,2025-03-13 09:00:44,Far East,saas,small,active,
1307,company_01307@example.com,2025-05-19 15:58:31,Northwest,ecommerce,small,active,
1308,company_01308@example.com,2023-02-13 22:55:04,Ural,education,medium,active,
1309,company_01309@example.com,2024-08-28 18:54:32,South,ecommerce,small,active,
1310,company_01310@example.com,2024-03-18 13:23:40,Volga,services,small,active,
1311,company_01311@example.com,2023-09-07 04:38:37,South,other,small,active,
1312,company_01312@example.com,2023-06-28 00:20:10,Moscow,ecommerce,large,active,
1313,company_01313@example.com,2022-06-06 17:00:50,Saint Petersburg,other,small,active,
1314,company_01314@example.com,2023-01-11 23:03:21,Northwest,saas,small,churned,2025-06-21 06:05:08.235435888
1315,company_01315@example.com,2024-01-22 22:36:28,Northwest,other,small,active,
1316,company_01316@example.com,2025-04-27 19:27:28,Saint Petersburg,travel,small,churned,2026-03-22 20:44:00.746770207
1317,company_01317@example.com,2025-03-31 03:43:36,Moscow,saas,small,active,
1318,company_01318@example.com,2022-09-14 15:04:32,Moscow,services,small,active,
1319,company_01319@example.com,2024-07-18 07:31:25,Central,saas,small,churned,2026-01-23 06:07:36.579494707
1320,company_01320@example.com,2022-04-27 00:32:02,Moscow,ecommerce,medium,active,
1321,company_01321@example.com,2024-07-12 10:01:44,South,travel,small,active,
1322,company_01322@example.com,2023-04-13 18:08:42,Moscow,services,medium,active,
1323,company_01323@example.com,2023-09-08 09:25:07,Moscow,ecommerce,small,active,
1324,company_01324@example.com,2024-09-08 17:31:42,Saint Petersburg,retail,medium,active,
1325,company_01325@example.com,2023-08-05 05:56:09,Ural,ecommerce,small,churned,2025-04-07 10:29:48.717305280
1326,company_01326@example.com,2025-01-09 13:35:40,Saint Petersburg,retail,small,churned,2025-12-02 17:15:06.609945718
1327,company_01327@example.com,2023-12-31 22:31:18,Central,ecommerce,small,active,
1328,company_01328@example.com,2025-09-28 06:44:32,South,retail,large,active,
1329,company_01329@example.com,2024-05-23 02:43:20,Ural,retail,small,active,
1330,company_01330@example.com,2023-02-10 10:09:32,Saint Petersburg,services,medium,active,
1331,company_01331@example.com,2024-11-26 14:14:17,South,ecommerce,medium,active,
1332,company_01332@example.com,2023-07-13 01:33:00,Saint Petersburg,retail,small,active,
1333,company_01333@example.com,2024-01-01 17:49:06,South,retail,small,active,
1334,company_01334@example.com,2022-07-07 04:06:58,Central,education,small,active,
1335,company_01335@example.com,2022-06-13 06:16:30,Far East,ecommerce,small,churned,2025-05-22 18:12:45.633368164
1336,company_01336@example.com,2024-02-26 10:11:42,Northwest,other,small,churned,2025-10-29 23:17:28.342347197
1337,company_01337@example.com,2022-09-13 09:26:11,Ural,retail,small,active,
1338,company_01338@example.com,2025-09-26 16:32:52,Far East,retail,small,active,
1339,company_01339@example.com,2025-03-16 13:28:39,Moscow,services,small,active,
1340,company_01340@example.com,2024-08-16 19:19:31,South,saas,medium,active,
1341,company_01341@example.com,2024-10-02 01:38:43,Moscow,education,small,active,
1342,company_01342@example.com,2024-03-25 06:01:40,Saint Petersburg,retail,medium,active,
1343,company_01343@example.com,2022-03-24 11:27:24,Volga,services,small,active,
1344,company_01344@example.com,2023-06-21 18:15:43,Ural,education,small,active,
1345,company_01345@example.com,2023-11-10 06:09:20,South,education,small,active,
1346,company_01346@example.com,2025-06-06 03:05:20,Siberia,other,medium,active,
1347,company_01347@example.com,2022-10-28 06:20:02,Volga,other,small,active,
1348,company_01348@example.com,2023-11-11 18:45:56,Far East,services,large,churned,2025-09-05 08:16:31.108246624
1349,company_01349@example.com,2023-04-16 16:23:27,Siberia,ecommerce,small,active,
1350,company_01350@example.com,2022-07-03 19:32:04,Siberia,services,small,churned,2024-03-14 08:02:30.880582742
1351,company_01351@example.com,2022-05-21 22:17:08,Moscow,other,small,active,
1352,company_01352@example.com,2023-05-15 20:06:20,Volga,entertainment,small,active,
1353,company_01353@example.com,2022-04-23 18:03:20,South,ecommerce,small,active,
1354,company_01354@example.com,2022-04-02 21:12:57,Northwest,ecommerce,small,active,
1355,company_01355@example.com,2023-04-25 23:42:35,Moscow,ecommerce,small,active,
1356,company_01356@example.com,2022-10-04 07:22:32,Saint Petersburg,saas,small,churned,2025-11-03 17:34:05.300691441
1357,company_01357@example.com,2024-01-29 23:30:19,Saint Petersburg,education,small,active,
1358,company_01358@example.com,2022-01-25 04:06:05,Saint Petersburg,retail,large,churned,2023-05-06 15:21:50.248631410
1359,company_01359@example.com,2023-02-17 21:06:56,Ural,retail,small,active,
1360,company_01360@example.com,2023-09-13 02:05:10,Moscow,retail,small,active,
1361,company_01361@example.com,2025-08-10 13:57:05,Saint Petersburg,entertainment,large,active,
1362,company_01362@example.com,2024-05-18 01:13:33,South,retail,small,active,
1363,company_01363@example.com,2025-04-19 19:46:38,Central,retail,small,active,
1364,company_01364@example.com,2023-04-15 14:58:41,Moscow,travel,medium,active,
1365,company_01365@example.com,2023-09-08 04:52:38,Volga,services,medium,active,
1366,company_01366@example.com,2023-07-30 01:58:27,Volga,travel,medium,active,
1367,company_01367@example.com,2025-04-28 22:56:29,Northwest,saas,small,churned,2025-10-09 02:24:44.498849962
1368,company_01368@example.com,2025-08-05 04:45:31,Ural,ecommerce,large,active,
1369,company_01369@example.com,2025-08-09 11:21:26,Northwest,ecommerce,small,active,
1370,company_01370@example.com,2024-10-25 16:27:11,Moscow,ecommerce,large,churned,2025-08-01 06:12:59.980328791
1371,company_01371@example.com,2023-11-20 06:08:53,Ural,travel,medium,active,
1372,company_01372@example.com,2024-01-10 21:24:18,Volga,other,large,active,
1373,company_01373@example.com,2025-09-03 08:06:38,South,retail,small,churned,2026-02-08 07:50:39.511090885
1374,company_01374@example.com,2023-01-25 06:02:45,Central,saas,small,active,
1375,company_01375@example.com,2023-04-20 07:06:05,Moscow,travel,small,active,
1376,company_01376@example.com,2025-05-12 02:11:56,Moscow,other,small,active,
1377,company_01377@example.com,2023-06-13 11:43:54,Siberia,education,small,active,
1378,company_01378@example.com,2022-11-18 14:42:30,Ural,ecommerce,large,active,
1379,company_01379@example.com,2024-02-06 17:20:05,Moscow,travel,small,churned,2025-09-29 01:12:51.659731679
1380,company_01380@example.com,2023-03-22 01:39:09,South,saas,small,active,
1381,company_01381@example.com,2025-05-03 17:09:13,South,travel,small,active,
1382,company_01382@example.com,2025-05-28 14:24:57,Volga,saas,small,active,
1383,company_01383@example.com,2023-02-23 14:55:26,Saint Petersburg,retail,small,active,
1384,company_01384@example.com,2023-12-26 09:55:29,Siberia,services,small,active,
1385,company_01385@example.com,2025-09-08 02:26:10,South,retail,medium,active,
1386,company_01386@example.com,2024-10-12 11:46:58,South,education,medium,active,
1387,company_01387@example.com,2022-10-22 23:28:35,South,retail,small,active,
1388,company_01388@example.com,2024-03-19 03:19:59,South,ecommerce,small,active,
1389,company_01389@example.com,2024-04-28 00:14:38,Moscow,ecommerce,small,active,
1390,company_01390@example.com,2024-06-12 21:42:57,Far East,services,medium,active,
1391,company_01391@example.com,2022-02-04 05:08:34,Saint Petersburg,entertainment,medium,active,
1392,company_01392@example.com,2023-02-14 13:21:08,Siberia,retail,small,active,
1393,company_01393@example.com,2025-03-15 02:40:56,Siberia,education,medium,active,
1394,company_01394@example.com,2022-11-27 04:43:39,South,ecommerce,small,active,
1395,company_01395@example.com,2023-02-14 23:36:25,Volga,retail,small,active,
1396,company_01396@example.com,2023-03-18 04:04:07,Moscow,retail,medium,active,
1397,company_01397@example.com,2022-08-31 15:59:53,Central,services,small,active,
1398,company_01398@example.com,2022-08-01 15:27:26,Volga,entertainment,small,active,
1399,company_01399@example.com,2023-04-20 17:12:52,Moscow,education,small,active,
1400,company_01400@example.com,2025-04-11 01:29:21,Moscow,services,small,active,
1401,company_01401@example.com,2022-01-03 02:23:45,Northwest,travel,small,active,
1402,company_01402@example.com,2023-01-23 11:33:47,Saint Petersburg,ecommerce,small,active,
1403,company_01403@example.com,2022-03-24 22:30:19,Saint Petersburg,retail,small,active,
1404,company_01404@example.com,2024-02-08 02:49:11,Saint Petersburg,ecommerce,small,active,
1405,company_01405@example.com,2022-12-09 19:45:28,South,education,medium,active,
1406,company_01406@example.com,2024-12-19 10:06:15,Central,entertainment,small,churned,2025-07-21 13:53:48.200121921
1407,company_01407@example.com,2024-03-11 07:16:16,Ural,education,large,active,
1408,company_01408@example.com,2024-12-08 06:30:47,Volga,education,small,active,
1409,company_01409@example.com,2024-05-18 13:17:29,Moscow,ecommerce,small,active,
1410,company_01410@example.com,2023-08-23 17:05:51,Central,retail,small,active,
1411,company_01411@example.com,2025-03-23 19:16:12,Moscow,other,medium,active,
1412,company_01412@example.com,2023-10-14 12:28:47,Ural,retail,small,active,
1413,company_01413@example.com,2025-07-23 12:14:58,Moscow,travel,medium,active,
1414,company_01414@example.com,2025-09-22 18:02:52,Moscow,ecommerce,small,active,
1415,company_01415@example.com,2024-03-16 18:44:48,Central,ecommerce,small,active,
1416,company_01416@example.com,2024-07-11 20:23:03,Moscow,retail,small,churned,2025-11-16 20:01:38.643262375
1417,company_01417@example.com,2022-12-16 17:54:47,Volga,entertainment,small,active,
1418,company_01418@example.com,2025-01-19 10:12:33,Central,ecommerce,small,active,
1419,company_01419@example.com,2024-07-07 17:42:57,Northwest,travel,small,active,
1420,company_01420@example.com,2025-05-19 16:39:06,Moscow,ecommerce,small,active,
1421,company_01421@example.com,2023-01-01 06:24:56,Volga,services,small,churned,2024-11-29 00:27:20.714329243
1422,company_01422@example.com,2024-12-13 10:08:58,South,services,small,active,
1423,company_01423@example.com,2023-10-06 08:05:45,Moscow,services,small,active,
1424,company_01424@example.com,2022-09-11 07:48:29,Volga,retail,small,churned,2023-07-17 00:12:50.902584083
1425,company_01425@example.com,2022-08-23 04:43:37,Siberia,ecommerce,small,churned,2023-11-10 22:48:14.456384320
1426,company_01426@example.com,2024-02-09 01:11:22,Ural,entertainment,small,churned,2025-06-19 17:03:02.152172096
1427,company_01427@example.com,2023-03-14 00:10:07,Far East,services,small,active,
1428,company_01428@example.com,2022-05-20 09:23:20,South,ecommerce,small,active,
1429,company_01429@example.com,2023-08-08 08:04:02,Central,retail,medium,active,
1430,company_01430@example.com,2024-06-12 04:44:21,Far East,ecommerce,small,churned,2025-12-22 10:47:31.849296249
1431,company_01431@example.com,2023-03-13 07:44:20,Moscow,education,small,active,
1432,company_01432@example.com,2025-07-30 22:01:56,Volga,education,medium,active,
1433,company_01433@example.com,2024-12-02 10:05:59,Ural,ecommerce,small,active,
1434,company_01434@example.com,2023-12-03 10:01:08,Siberia,education,small,active,
1435,company_01435@example.com,2025-07-02 14:33:01,Far East,services,large,active,
1436,company_01436@example.com,2023-08-16 07:21:10,Moscow,entertainment,large,active,
1437,company_01437@example.com,2022-07-11 01:35:49,South,travel,medium,active,
1438,company_01438@example.com,2022-02-19 00:47:21,Moscow,education,small,active,
1439,company_01439@example.com,2025-07-07 05:11:23,Ural,saas,small,active,
1440,company_01440@example.com,2025-08-05 23:19:01,South,retail,large,active,
1441,company_01441@example.com,2024-10-08 07:03:51,Moscow,services,large,active,
1442,company_01442@example.com,2022-05-21 21:47:02,Siberia,ecommerce,small,churned,2024-03-09 14:01:11.028151430
1443,company_01443@example.com,2023-02-06 17:07:59,Central,ecommerce,small,active,
1444,company_01444@example.com,2022-02-26 04:42:31,Volga,services,small,active,
1445,company_01445@example.com,2022-03-12 02:35:31,Northwest,ecommerce,small,active,
1446,company_01446@example.com,2022-12-03 14:51:32,South,services,medium,active,
1447,company_01447@example.com,2024-02-22 16:33:28,Volga,services,small,active,
1448,company_01448@example.com,2022-03-31 15:29:42,Moscow,ecommerce,small,active,
1449,company_01449@example.com,2025-09-08 22:25:24,Moscow,retail,small,active,
1450,company_01450@example.com,2023-09-15 14:25:44,Moscow,services,small,active,
1451,company_01451@example.com,2022-12-27 22:34:35,Saint Petersburg,travel,small,active,
1452,company_01452@example.com,2023-12-08 00:11:40,Saint Petersburg,saas,small,active,
1453,company_01453@example.com,2024-12-16 22:22:48,Volga,retail,small,active,
1454,company_01454@example.com,2023-03-04 14:17:47,South,saas,large,active,
1455,company_01455@example.com,2022-03-06 23:58:07,Moscow,retail,small,active,
1456,company_01456@example.com,2022-03-11 17:08:04,Volga,ecommerce,small,active,
1457,company_01457@example.com,2025-03-11 12:24:02,Far East,services,small,churned,2025-09-23 07:11:45.217831434
1458,company_01458@example.com,2022-06-02 16:03:47,Moscow,retail,small,active,
1459,company_01459@example.com,2024-05-19 10:49:07,South,ecommerce,small,churned,2025-03-18 20:33:13.608257908
1460,company_01460@example.com,2023-06-11 00:02:51,Moscow,retail,small,churned,2024-01-08 18:57:25.507819370
1461,company_01461@example.com,2024-11-29 15:26:32,Volga,saas,small,active,
1462,company_01462@example.com,2022-03-24 19:16:12,Ural,entertainment,small,active,
1463,company_01463@example.com,2025-05-13 04:18:48,Moscow,other,small,active,
1464,company_01464@example.com,2024-08-13 02:57:54,Saint Petersburg,retail,small,active,
1465,company_01465@example.com,2023-09-07 14:41:10,Siberia,education,small,active,
1466,company_01466@example.com,2022-10-11 04:53:54,Moscow,saas,small,active,
1467,company_01467@example.com,2025-08-29 17:31:19,South,retail,small,active,
1468,company_01468@example.com,2023-02-18 05:36:49,Volga,retail,small,active,
1469,company_01469@example.com,2023-11-03 00:29:35,Moscow,ecommerce,small,active,
1470,company_01470@example.com,2023-06-24 03:56:15,Ural,services,small,active,
1471,company_01471@example.com,2022-11-12 09:25:42,Volga,services,small,active,
1472,company_01472@example.com,2023-07-24 22:07:38,Moscow,retail,large,churned,2023-12-15 02:04:44.017490992
1473,company_01473@example.com,2022-07-27 05:32:28,Far East,ecommerce,large,active,
1474,company_01474@example.com,2022-01-03 06:31:27,Central,travel,large,active,
1475,company_01475@example.com,2023-02-01 17:02:52,Ural,services,small,active,
1476,company_01476@example.com,2022-06-03 07:29:39,Moscow,ecommerce,small,churned,2026-04-25 01:19:47.424926370
1477,company_01477@example.com,2023-07-22 10:01:15,Moscow,retail,small,active,
1478,company_01478@example.com,2025-03-26 06:17:10,Ural,other,small,active,
1479,company_01479@example.com,2022-08-11 09:28:24,South,services,small,active,
1480,company_01480@example.com,2022-01-02 16:29:02,Saint Petersburg,services,small,active,
1481,company_01481@example.com,2022-06-01 23:26:31,Ural,services,small,active,
1482,company_01482@example.com,2023-11-27 04:09:02,Volga,other,small,active,
1483,company_01483@example.com,2023-01-11 23:29:12,Saint Petersburg,retail,small,active,
1484,company_01484@example.com,2023-11-01 15:19:47,Ural,retail,medium,active,
1485,company_01485@example.com,2022-02-10 00:15:58,Volga,retail,small,active,
1486,company_01486@example.com,2023-04-01 16:08:50,Volga,saas,medium,active,
1487,company_01487@example.com,2023-07-16 01:32:19,Ural,ecommerce,small,churned,2024-02-10 17:15:36.031543580
1488,company_01488@example.com,2023-08-14 01:19:43,Volga,ecommerce,small,churned,2024-04-02 13:43:35.886250041
1489,company_01489@example.com,2024-01-24 23:37:42,Far East,ecommerce,small,active,
1490,company_01490@example.com,2024-12-03 20:02:23,Ural,services,small,churned,2026-04-06 09:30:58.945183694
1491,company_01491@example.com,2023-10-02 04:05:34,Saint Petersburg,services,small,active,
1492,company_01492@example.com,2025-02-24 18:24:00,Central,retail,small,active,
1493,company_01493@example.com,2023-12-26 16:16:21,Northwest,retail,small,churned,2025-09-15 03:16:47.964618698
1494,company_01494@example.com,2022-12-23 03:45:48,Siberia,travel,small,active,
1495,company_01495@example.com,2022-11-10 07:07:38,Moscow,ecommerce,small,active,
1496,company_01496@example.com,2023-03-18 04:00:22,Saint Petersburg,travel,large,active,
1497,company_01497@example.com,2024-03-28 07:56:12,Saint Petersburg,ecommerce,small,active,
1498,company_01498@example.com,2022-11-28 17:11:49,Siberia,entertainment,small,active,
1499,company_01499@example.com,2025-06-04 14:08:49,Far East,retail,small,active,
1500,company_01500@example.com,2023-10-19 10:52:30,Ural,services,small,active,
1501,company_01501@example.com,2025-03-26 22:58:17,Saint Petersburg,ecommerce,small,active,
1502,company_01502@example.com,2024-07-23 16:44:18,Siberia,retail,small,active,
1503,company_01503@example.com,2023-04-02 00:37:43,Moscow,travel,medium,active,
1504,company_01504@example.com,2022-11-09 05:59:54,Central,services,small,active,
1505,company_01505@example.com,2024-10-14 17:10:29,Saint Petersburg,saas,small,active,
1506,company_01506@example.com,2023-03-29 10:42:57,Volga,services,small,active,
1507,company_01507@example.com,2022-12-04 17:09:36,Volga,services,medium,active,
1508,company_01508@example.com,2025-06-26 18:23:15,Moscow,saas,medium,active,
1509,company_01509@example.com,2023-10-23 05:42:16,Moscow,education,large,active,
1510,company_01510@example.com,2022-03-08 10:37:36,Ural,entertainment,small,active,
1511,company_01511@example.com,2023-11-08 20:12:40,Moscow,retail,small,active,
1512,company_01512@example.com,2023-09-23 07:59:15,Central,retail,small,churned,2025-01-30 15:30:25.762716360
1513,company_01513@example.com,2025-03-27 21:48:49,Moscow,saas,medium,churned,2026-02-11 12:23:24.739932906
1514,company_01514@example.com,2024-08-31 09:52:25,Saint Petersburg,ecommerce,small,active,
1515,company_01515@example.com,2022-09-19 18:38:29,Saint Petersburg,ecommerce,small,active,
1516,company_01516@example.com,2022-07-25 19:42:21,South,ecommerce,small,active,
1517,company_01517@example.com,2024-04-05 17:13:00,Central,education,small,active,
1518,company_01518@example.com,2022-03-06 19:23:01,Saint Petersburg,services,small,active,
1519,company_01519@example.com,2023-03-13 09:55:54,Siberia,ecommerce,small,active,
1520,company_01520@example.com,2022-07-09 01:33:31,Moscow,ecommerce,small,active,
1521,company_01521@example.com,2022-01-29 03:05:22,Ural,retail,medium,active,
1522,company_01522@example.com,2025-06-10 22:48:11,Moscow,retail,small,active,
1523,company_01523@example.com,2022-05-03 20:59:46,Far East,ecommerce,medium,churned,2026-03-03 01:13:35.140023202
1524,company_01524@example.com,2022-01-13 16:01:01,Moscow,ecommerce,small,churned,2022-10-07 13:55:20.173043851
1525,company_01525@example.com,2025-06-30 04:42:21,Volga,saas,medium,churned,2025-12-19 13:06:28.332297594
1526,company_01526@example.com,2022-09-15 14:59:13,Volga,travel,small,active,
1527,company_01527@example.com,2025-01-22 01:13:35,Volga,retail,large,active,
1528,company_01528@example.com,2022-02-12 19:06:01,Ural,retail,small,active,
1529,company_01529@example.com,2022-07-30 01:33:12,Moscow,ecommerce,small,churned,2025-12-03 01:17:33.375639841
1530,company_01530@example.com,2022-06-01 08:11:12,Central,retail,small,active,
1531,company_01531@example.com,2024-08-24 04:01:15,Siberia,retail,small,active,
1532,company_01532@example.com,2024-04-28 08:44:28,Siberia,entertainment,small,active,
1533,company_01533@example.com,2023-10-13 11:40:57,Central,travel,medium,active,
1534,company_01534@example.com,2022-11-27 13:29:19,Volga,education,large,churned,2025-09-18 10:41:36.916923687
1535,company_01535@example.com,2022-05-02 13:27:01,Ural,ecommerce,small,active,
1536,company_01536@example.com,2024-02-18 16:22:12,Ural,services,small,active,
1537,company_01537@example.com,2022-11-12 14:48:41,Siberia,other,small,active,
1538,company_01538@example.com,2024-03-18 09:17:41,Siberia,ecommerce,medium,active,
1539,company_01539@example.com,2024-07-29 10:57:02,Central,saas,medium,active,
1540,company_01540@example.com,2025-03-08 00:39:39,South,ecommerce,small,active,
1541,company_01541@example.com,2023-11-07 18:30:54,Central,travel,large,active,
1542,company_01542@example.com,2022-01-07 11:40:09,Moscow,ecommerce,small,churned,2026-05-22 11:22:35.672057912
1543,company_01543@example.com,2023-01-19 22:51:13,Ural,services,medium,active,
1544,company_01544@example.com,2025-03-13 09:49:33,Volga,ecommerce,large,active,
1545,company_01545@example.com,2023-12-31 11:41:44,Moscow,services,medium,active,
1546,company_01546@example.com,2024-04-26 22:55:04,South,services,small,active,
1547,company_01547@example.com,2023-09-19 07:15:17,Saint Petersburg,services,small,active,
1548,company_01548@example.com,2022-08-11 15:11:38,Moscow,services,small,active,
1549,company_01549@example.com,2025-05-11 16:34:33,Volga,ecommerce,medium,active,
1550,company_01550@example.com,2024-11-23 09:04:49,South,travel,small,active,
1551,company_01551@example.com,2025-09-23 09:51:43,Volga,ecommerce,medium,active,
1552,company_01552@example.com,2025-03-16 07:29:53,Moscow,services,medium,active,
1553,company_01553@example.com,2023-02-03 06:29:16,Volga,ecommerce,small,active,
1554,company_01554@example.com,2022-12-14 19:58:43,Moscow,education,small,active,
1555,company_01555@example.com,2022-12-06 21:54:44,Far East,retail,small,active,
1556,company_01556@example.com,2025-06-10 21:50:02,Saint Petersburg,other,small,active,
1557,company_01557@example.com,2024-02-01 21:17:57,Siberia,services,small,active,
1558,company_01558@example.com,2023-09-14 16:44:46,Moscow,ecommerce,small,active,
1559,company_01559@example.com,2025-08-17 13:57:31,Moscow,travel,small,churned,2026-02-05 19:43:24.279047458
1560,company_01560@example.com,2024-04-05 11:37:54,Central,ecommerce,small,active,
1561,company_01561@example.com,2025-05-29 02:28:14,Ural,retail,small,active,
1562,company_01562@example.com,2025-09-09 00:00:48,Far East,retail,small,churned,2026-05-23 01:31:41.244091861
1563,company_01563@example.com,2022-04-19 16:21:31,Volga,saas,small,active,
1564,company_01564@example.com,2023-05-10 13:57:09,Saint Petersburg,other,small,active,
1565,company_01565@example.com,2024-10-01 07:15:41,Moscow,entertainment,small,active,
1566,company_01566@example.com,2025-01-17 09:38:51,Volga,ecommerce,medium,churned,2025-09-24 12:31:31.337253982
1567,company_01567@example.com,2022-07-23 03:03:31,Central,ecommerce,small,active,
1568,company_01568@example.com,2023-03-12 13:40:47,Siberia,saas,small,churned,2025-08-03 07:13:09.420272194
1569,company_01569@example.com,2024-01-20 21:36:41,Central,retail,large,churned,2026-03-05 02:25:13.796414852
1570,company_01570@example.com,2024-12-29 07:46:42,Ural,services,small,active,
1571,company_01571@example.com,2022-06-04 12:56:27,Siberia,other,small,active,
1572,company_01572@example.com,2024-04-01 19:17:45,Moscow,ecommerce,small,active,
1573,company_01573@example.com,2023-02-10 12:48:48,Central,retail,small,active,
1574,company_01574@example.com,2022-10-23 23:23:24,Siberia,saas,small,active,
1575,company_01575@example.com,2023-12-07 01:35:04,Central,services,medium,active,
1576,company_01576@example.com,2023-07-21 09:18:16,Volga,other,medium,churned,2024-04-24 07:04:40.535985496
1577,company_01577@example.com,2024-05-19 15:40:28,Siberia,services,small,active,
1578,company_01578@example.com,2023-03-11 12:36:47,Moscow,retail,small,active,
1579,company_01579@example.com,2025-01-31 05:47:43,Siberia,saas,small,active,
1580,company_01580@example.com,2022-04-17 20:27:17,Central,travel,small,active,
1581,company_01581@example.com,2025-03-25 01:13:25,Volga,other,small,active,
1582,company_01582@example.com,2022-02-10 19:32:06,Saint Petersburg,education,medium,active,
1583,company_01583@example.com,2024-10-03 16:55:44,Volga,education,medium,active,
1584,company_01584@example.com,2023-04-19 23:35:13,Moscow,retail,small,active,
1585,company_01585@example.com,2023-06-09 09:38:48,Moscow,retail,small,active,
1586,company_01586@example.com,2022-01-27 00:55:44,Central,other,small,active,
1587,company_01587@example.com,2024-08-18 11:20:51,Saint Petersburg,other,small,active,
1588,company_01588@example.com,2022-08-15 09:17:38,Volga,education,medium,active,
1589,company_01589@example.com,2024-06-20 17:26:06,Moscow,other,small,active,
1590,company_01590@example.com,2024-09-19 01:13:07,Moscow,retail,medium,active,
1591,company_01591@example.com,2025-03-02 06:52:27,Moscow,saas,medium,active,
1592,company_01592@example.com,2024-08-26 16:03:05,Central,services,medium,active,
1593,company_01593@example.com,2023-02-17 10:51:21,Moscow,travel,small,active,
1594,company_01594@example.com,2024-10-07 09:04:16,Moscow,travel,small,active,
1595,company_01595@example.com,2025-02-03 21:36:03,Volga,services,medium,active,
1596,company_01596@example.com,2023-03-10 20:46:22,Ural,saas,medium,active,
1597,company_01597@example.com,2022-06-19 20:58:34,South,retail,small,active,
1598,company_01598@example.com,2025-05-02 13:07:07,Saint Petersburg,saas,medium,active,
1599,company_01599@example.com,2022-07-22 09:09:53,Siberia,ecommerce,small,active,
1600,company_01600@example.com,2024-03-23 08:38:40,Volga,ecommerce,small,active,
1601,company_01601@example.com,2022-11-20 05:33:37,Volga,travel,medium,active,
1602,company_01602@example.com,2022-06-22 09:41:48,Moscow,travel,small,active,
1603,company_01603@example.com,2024-11-28 03:15:41,Moscow,entertainment,small,active,
1604,company_01604@example.com,2022-07-16 14:34:15,Central,retail,large,active,
1605,company_01605@example.com,2024-07-05 20:51:17,Moscow,ecommerce,medium,active,
1606,company_01606@example.com,2024-08-06 03:42:32,South,education,medium,active,
1607,company_01607@example.com,2022-03-24 09:24:20,Saint Petersburg,entertainment,small,active,
1608,company_01608@example.com,2022-08-25 14:05:43,Moscow,other,large,active,
1609,company_01609@example.com,2024-12-22 16:32:34,Moscow,saas,small,active,
1610,company_01610@example.com,2023-11-25 23:26:02,Moscow,education,small,active,
1611,company_01611@example.com,2022-06-16 00:13:34,Central,saas,small,active,
1612,company_01612@example.com,2025-09-18 17:56:22,Moscow,ecommerce,medium,active,
1613,company_01613@example.com,2022-12-29 12:05:28,Volga,entertainment,medium,active,
1614,company_01614@example.com,2022-01-06 11:34:39,Saint Petersburg,services,medium,churned,2023-03-07 23:05:37.361928169
1615,company_01615@example.com,2025-06-18 06:13:08,Volga,retail,small,active,
1616,company_01616@example.com,2022-01-23 16:20:52,Far East,services,small,active,
1617,company_01617@example.com,2024-01-27 23:51:41,Siberia,saas,small,active,
1618,company_01618@example.com,2025-09-20 12:57:10,Volga,retail,small,churned,2026-04-05 11:50:51.914511553
1619,company_01619@example.com,2024-03-01 10:38:12,Central,ecommerce,small,active,
1620,company_01620@example.com,2024-03-10 18:51:43,South,travel,small,active,
1621,company_01621@example.com,2023-06-16 00:33:29,Far East,other,medium,active,
1622,company_01622@example.com,2022-06-23 14:42:29,Central,services,medium,active,
1623,company_01623@example.com,2024-02-23 10:37:04,Moscow,ecommerce,medium,churned,2026-02-09 11:55:43.414786607
