request_id,account_id,requested_payment_system_id,created_at,status,request_reason
217,4839,8,2024-12-22 21:55:22.241125058,approved,additional_payment_methods
508,735,6,2024-12-22 21:59:08.947965866,approved,additional_payment_methods
722,1057,8,2024-12-22 22:37:59.803281009,rejected,lower_fee
359,1188,7,2024-12-23 18:37:51.010746256,in_progress,installments
580,3902,5,2024-12-24 00:59:10.733148254,approved,lower_fee
803,2310,4,2024-12-24 04:12:46.043891279,approved,provider_backup
2,2587,6,2024-12-25 16:02:32.357980068,new,additional_payment_methods
890,4060,7,2024-12-27 20:47:30.088444169,approved,lower_fee
265,1486,1,2024-12-27 21:05:10.595121667,approved,international_payments
980,3647,3,2024-12-30 10:04:42.747911304,new,international_payments
889,669,2,2024-12-31 05:03:14.162617298,in_progress,lower_fee
57,1104,3,2025-01-04 08:05:20.704391062,approved,lower_fee
689,4259,2,2025-01-05 18:51:49.221042290,rejected,additional_payment_methods
768,2795,2,2025-01-05 23:02:45.432093926,approved,installments
702,4055,5,2025-01-06 11:37:36.256605633,approved,lower_fee
152,3908,3,2025-01-09 02:49:58.335562780,approved,additional_payment_methods
964,1558,3,2025-01-10 16:30:45.021230131,approved,higher_conversion
259,427,3,2025-01-11 02:20:16.728877014,rejected,installments
783,4036,5,2025-01-11 23:41:18.050477058,approved,installments
251,4702,1,2025-01-12 03:05:10.666628160,rejected,additional_payment_methods
253,1653,6,2025-01-14 15:17:45.688643984,approved,installments
109,4525,7,2025-01-15 08:44:36.676277429,rejected,lower_fee
631,1341,4,2025-01-16 21:09:32.343285326,approved,provider_backup
48,4636,1,2025-01-18 16:26:29.886763535,approved,higher_conversion
81,3322,2,2025-01-19 20:33:54.082363412,rejected,international_payments
224,3275,2,2025-01-20 19:06:48.639096871,approved,lower_fee
304,1406,4,2025-01-21 12:07:14.912108798,approved,lower_fee
975,2926,6,2025-01-24 07:19:45.783332632,approved,higher_conversion
320,3536,7,2025-01-25 11:30:37.602322588,approved,provider_backup
490,678,7,2025-01-26 20:34:02.300054267,new,higher_conversion
784,2663,5,2025-01-27 03:42:28.337010283,approved,additional_payment_methods
377,3236,6,2025-01-27 06:11:49.714484960,approved,higher_conversion
330,4256,4,2025-01-30 02:12:04.376832403,rejected,lower_fee
16,3544,4,2025-01-31 05:16:11.510303782,approved,additional_payment_methods
34,4867,8,2025-02-02 01:09:56.687511988,approved,additional_payment_methods
604,4588,1,2025-02-02 14:15:06.886036135,rejected,lower_fee
312,3626,3,2025-02-04 21:53:09.886218339,new,installments
405,3631,6,2025-02-07 01:02:06.617262349,new,lower_fee
761,3726,7,2025-02-07 18:34:54.788667962,approved,lower_fee
156,9,3,2025-02-09 21:02:12.083126932,rejected,additional_payment_methods
845,367,8,2025-02-11 05:13:43.872105603,in_progress,higher_conversion
899,3393,8,2025-02-11 21:34:18.307480127,in_progress,installments
908,215,5,2025-02-12 11:11:31.536737844,in_progress,additional_payment_methods
502,3780,3,2025-02-14 18:46:11.437239550,in_progress,provider_backup
315,1619,6,2025-02-15 10:16:06.855785247,rejected,additional_payment_methods
992,1269,2,2025-02-16 21:49:07.768894598,rejected,additional_payment_methods
622,3254,7,2025-02-18 09:55:06.051897872,approved,provider_backup
6,107,4,2025-02-19 01:51:35.375282198,approved,lower_fee
362,91,4,2025-02-20 05:27:03.354997311,approved,higher_conversion
847,2079,1,2025-02-20 06:29:25.720930780,approved,installments
267,2481,3,2025-02-20 15:43:23.289086347,in_progress,additional_payment_methods
363,3730,1,2025-02-23 11:18:19.688128799,rejected,additional_payment_methods
373,1542,5,2025-02-23 11:37:10.082547367,approved,international_payments
289,1935,6,2025-02-23 13:06:11.116553247,approved,higher_conversion
127,2221,2,2025-02-23 15:44:06.042595992,new,higher_conversion
279,3687,8,2025-02-24 12:27:12.726993514,rejected,lower_fee
694,2461,5,2025-02-27 09:57:31.721996985,rejected,higher_conversion
264,4484,5,2025-02-27 18:52:52.899118543,approved,lower_fee
106,249,6,2025-03-02 00:22:15.951273315,approved,higher_conversion
536,3587,8,2025-03-05 05:10:07.685369678,in_progress,additional_payment_methods
73,228,1,2025-03-05 23:38:13.917374425,approved,installments
396,2754,4,2025-03-08 02:41:58.708204113,in_progress,additional_payment_methods
675,1946,6,2025-03-08 11:15:55.107371688,approved,provider_backup
656,2298,8,2025-03-09 02:25:34.333563432,rejected,lower_fee
864,4651,7,2025-03-10 02:18:53.081688367,new,international_payments
856,219,5,2025-03-10 08:36:23.429431282,in_progress,international_payments
926,3502,2,2025-03-10 14:04:49.676001588,approved,additional_payment_methods
804,1437,7,2025-03-11 08:06:53.309782535,in_progress,lower_fee
855,2522,2,2025-03-11 18:12:14.611386575,approved,higher_conversion
896,3193,3,2025-03-14 09:27:36.073648065,approved,lower_fee
426,4976,7,2025-03-15 07:03:21.229895597,approved,international_payments
648,4253,4,2025-03-15 18:00:49.604867030,new,installments
274,13,4,2025-03-16 01:53:38.589163978,in_progress,international_payments
12,229,8,2025-03-19 04:11:01.647836790,approved,installments
31,1963,5,2025-03-20 09:19:35.744924694,approved,additional_payment_methods
46,3907,8,2025-03-20 15:03:22.700419582,approved,additional_payment_methods
939,140,3,2025-03-22 01:11:55.808369860,approved,provider_backup
285,1635,6,2025-03-22 05:29:19.282817625,in_progress,lower_fee
10,1601,6,2025-03-22 08:58:41.393511906,approved,lower_fee
335,486,1,2025-03-22 17:42:45.014143270,in_progress,installments
534,292,4,2025-03-23 03:57:21.474924020,new,international_payments
554,585,8,2025-03-24 06:39:15.426145805,approved,installments
256,878,6,2025-03-24 11:39:52.073369239,rejected,international_payments
597,3110,1,2025-03-27 08:37:07.076414324,approved,international_payments
684,3746,3,2025-03-28 11:08:20.259567826,approved,lower_fee
213,3654,8,2025-03-28 11:32:50.886061240,approved,lower_fee
293,2330,7,2025-03-29 13:00:23.877448227,approved,lower_fee
268,2585,4,2025-03-30 13:06:46.708998408,approved,international_payments
732,603,6,2025-04-01 21:34:54.121115795,new,installments
807,3099,8,2025-04-03 00:19:06.089152429,approved,lower_fee
351,3037,4,2025-04-03 18:43:55.719848506,approved,higher_conversion
837,4982,7,2025-04-04 06:04:12.510220766,new,provider_backup
83,4184,4,2025-04-05 08:14:31.266239166,approved,installments
370,4464,2,2025-04-06 18:07:10.089072421,in_progress,provider_backup
852,20,2,2025-04-06 23:31:26.378636472,new,higher_conversion
337,806,7,2025-04-07 14:00:43.879424773,approved,additional_payment_methods
931,69,2,2025-04-07 19:35:03.732751958,approved,higher_conversion
851,1747,7,2025-04-11 17:21:24.839027047,new,additional_payment_methods
205,3296,6,2025-04-11 23:56:33.292776689,in_progress,additional_payment_methods
27,4067,4,2025-04-15 00:31:57.701005261,approved,higher_conversion
185,2805,5,2025-04-15 07:44:50.261293076,approved,lower_fee
341,4254,6,2025-04-16 11:18:44.388034206,approved,lower_fee
506,48,3,2025-04-18 08:46:25.742176067,new,additional_payment_methods
747,606,3,2025-04-18 11:41:48.373345809,in_progress,lower_fee
687,121,3,2025-04-19 23:28:44.275357559,approved,installments
952,4735,5,2025-04-22 03:49:45.886344984,approved,additional_payment_methods
329,4153,3,2025-04-24 11:37:13.514170825,approved,international_payments
730,2655,7,2025-04-25 07:23:10.961388132,in_progress,lower_fee
99,374,8,2025-04-25 12:28:02.207200695,approved,higher_conversion
90,3850,7,2025-04-26 01:12:16.996373385,approved,lower_fee
591,3751,2,2025-04-26 01:16:48.983032376,approved,higher_conversion
583,1213,3,2025-04-26 11:14:39.814972728,approved,lower_fee
985,3149,4,2025-04-27 11:46:25.695254996,approved,international_payments
760,3255,7,2025-04-27 12:28:05.892148569,new,lower_fee
125,2281,8,2025-04-28 23:30:00.296481654,approved,higher_conversion
901,760,8,2025-04-29 18:10:55.539592914,approved,lower_fee
221,1648,1,2025-04-30 09:16:19.353901345,approved,lower_fee
112,1091,3,2025-05-02 00:46:44.771783954,approved,international_payments
755,3923,3,2025-05-02 04:03:48.994768299,approved,lower_fee
942,4024,6,2025-05-03 04:17:28.930079073,in_progress,lower_fee
946,1540,8,2025-05-03 07:00:09.297150993,new,international_payments
553,3989,1,2025-05-05 07:56:07.327194716,rejected,lower_fee
698,1393,8,2025-05-05 10:36:48.252618997,in_progress,international_payments
634,3401,7,2025-05-06 03:58:51.512333997,approved,lower_fee
657,3829,6,2025-05-06 10:18:17.866263412,approved,provider_backup
880,1033,6,2025-05-07 20:05:11.192801511,in_progress,international_payments
182,2887,6,2025-05-09 04:18:40.003503673,approved,lower_fee
133,1974,7,2025-05-10 22:47:43.835373861,approved,higher_conversion
875,3479,5,2025-05-11 04:10:03.932947621,in_progress,lower_fee
801,2830,2,2025-05-12 12:18:21.331465427,approved,higher_conversion
23,1118,6,2025-05-14 01:58:34.057569420,approved,additional_payment_methods
400,3107,5,2025-05-14 02:25:19.708103319,rejected,installments
417,110,4,2025-05-16 18:24:53.154953018,new,lower_fee
465,2560,5,2025-05-17 13:42:13.548670143,approved,lower_fee
923,1331,3,2025-05-18 06:00:43.932867538,in_progress,additional_payment_methods
588,2101,1,2025-05-18 13:47:35.647514764,approved,provider_backup
887,4653,8,2025-05-18 17:51:37.908885777,approved,higher_conversion
606,3671,2,2025-05-20 13:57:03.685705896,approved,additional_payment_methods
667,535,4,2025-05-20 20:26:58.268696245,approved,higher_conversion
576,4881,5,2025-05-21 12:23:01.958196670,rejected,lower_fee
297,2375,6,2025-05-23 01:27:58.892978013,approved,additional_payment_methods
903,4441,7,2025-05-24 06:37:33.475568764,approved,lower_fee
334,1184,7,2025-05-27 22:10:44.644445926,new,additional_payment_methods
589,808,5,2025-05-30 16:44:24.762819378,approved,installments
518,96,3,2025-05-31 17:36:21.920733958,approved,lower_fee
394,70,5,2025-06-01 19:51:49.048464391,approved,higher_conversion
273,4918,8,2025-06-02 16:20:52.883076772,approved,higher_conversion
637,1095,2,2025-06-03 04:03:41.102184519,approved,lower_fee
309,288,6,2025-06-04 07:32:58.396793950,rejected,international_payments
767,1011,4,2025-06-04 12:49:20.085783854,approved,installments
636,811,5,2025-06-04 19:47:17.599967539,approved,international_payments
530,4926,4,2025-06-06 09:32:57.734770514,approved,installments
80,3753,2,2025-06-13 05:46:24.568708114,new,additional_payment_methods
154,4903,2,2025-06-14 10:45:42.556610830,in_progress,higher_conversion
948,2060,6,2025-06-15 13:12:53.968452916,rejected,provider_backup
413,2624,5,2025-06-16 13:38:25.423650369,approved,provider_backup
439,178,3,2025-06-17 06:57:10.665001169,in_progress,lower_fee
885,518,7,2025-06-17 07:58:23.631674662,rejected,installments
947,1695,6,2025-06-17 13:05:13.216165130,approved,additional_payment_methods
585,1426,4,2025-06-18 08:24:47.233607829,approved,higher_conversion
344,2222,2,2025-06-21 01:35:57.595796779,approved,lower_fee
644,2296,7,2025-06-22 03:16:39.016462356,approved,international_payments
360,1962,8,2025-06-22 09:20:46.241868585,approved,installments
678,1433,4,2025-06-25 01:49:51.898865409,approved,installments
748,897,3,2025-06-25 08:43:39.540838148,approved,additional_payment_methods
995,4425,7,2025-06-30 14:49:37.235917864,in_progress,lower_fee
108,1336,5,2025-07-02 00:27:08.648435421,approved,installments
47,3774,5,2025-07-02 00:44:50.894632638,approved,international_payments
862,3434,8,2025-07-02 20:02:29.478535064,approved,lower_fee
759,4204,1,2025-07-03 04:15:03.913375571,approved,lower_fee
710,3560,7,2025-07-03 07:21:51.462101363,in_progress,higher_conversion
802,1505,8,2025-07-03 10:16:43.742805917,approved,additional_payment_methods
786,2958,1,2025-07-05 03:50:58.515684888,approved,additional_payment_methods
290,554,7,2025-07-06 00:02:20.320890460,rejected,international_payments
723,857,3,2025-07-09 02:11:41.816646513,rejected,higher_conversion
58,169,8,2025-07-09 05:55:49.639994368,in_progress,higher_conversion
146,3239,8,2025-07-11 05:36:48.354518041,approved,additional_payment_methods
385,1324,2,2025-07-11 07:52:07.722361334,approved,lower_fee
126,4750,3,2025-07-12 21:11:39.208391666,approved,international_payments
815,3461,4,2025-07-14 06:18:05.235390693,approved,lower_fee
178,3497,7,2025-07-15 03:00:23.104821745,approved,lower_fee
617,1457,2,2025-07-16 00:10:38.091367245,new,international_payments
288,3269,6,2025-07-17 04:05:25.596957162,approved,provider_backup
902,3380,1,2025-07-17 04:21:41.567260675,approved,lower_fee
695,1955,2,2025-07-17 14:58:18.910524391,in_progress,lower_fee
910,4459,1,2025-07-18 14:44:29.401530564,approved,higher_conversion
623,597,3,2025-07-19 05:49:06.587720949,approved,higher_conversion
92,469,8,2025-07-20 05:12:44.036241550,approved,lower_fee
811,843,7,2025-07-20 21:00:50.791888461,approved,installments
37,3586,5,2025-07-21 16:53:25.310168892,approved,higher_conversion
936,97,6,2025-07-21 19:58:12.264547274,rejected,higher_conversion
258,2017,1,2025-07-21 21:47:24.271247417,in_progress,lower_fee
921,4668,3,2025-07-22 22:49:38.438607112,approved,provider_backup
131,4257,8,2025-07-23 08:07:42.817022097,in_progress,higher_conversion
595,4742,4,2025-07-23 08:16:20.520818595,approved,higher_conversion
822,4943,5,2025-07-24 14:47:39.316589426,approved,installments
950,2331,7,2025-07-25 19:24:00.764413595,approved,installments
203,2768,2,2025-07-25 20:34:02.722182659,approved,additional_payment_methods
711,4012,8,2025-07-26 04:14:08.181157231,new,international_payments
111,1407,8,2025-07-26 10:44:13.761825748,approved,installments
246,1832,6,2025-07-26 18:13:54.114284433,approved,lower_fee
996,4712,2,2025-07-27 16:11:16.423821978,new,higher_conversion
190,1887,2,2025-07-28 03:14:37.252409286,approved,higher_conversion
430,539,5,2025-07-28 03:47:08.801082881,approved,higher_conversion
941,2603,5,2025-07-28 20:31:27.260453231,approved,lower_fee
191,682,5,2025-07-29 16:52:28.696282201,approved,higher_conversion
772,1174,8,2025-08-01 14:31:50.061298566,in_progress,higher_conversion
5,706,6,2025-08-04 10:55:51.438483994,approved,installments
823,3054,6,2025-08-06 06:46:38.460366011,approved,lower_fee
318,2643,4,2025-08-06 14:35:53.853844821,rejected,installments
197,830,1,2025-08-06 16:36:36.806590963,approved,lower_fee
36,2516,8,2025-08-06 21:10:43.501807633,approved,provider_backup
464,3317,1,2025-08-07 23:39:50.649382457,approved,lower_fee
635,2068,8,2025-08-10 12:26:23.286658362,approved,lower_fee
733,3823,2,2025-08-11 10:43:14.014894063,in_progress,higher_conversion
787,3928,7,2025-08-13 03:53:03.242820904,approved,installments
826,1490,3,2025-08-14 01:36:09.396558102,in_progress,installments
342,4059,8,2025-08-16 12:32:46.757700752,rejected,provider_backup
254,1484,1,2025-08-17 19:38:15.132724038,in_progress,lower_fee
69,3683,2,2025-08-17 21:32:04.274929862,approved,higher_conversion
397,1633,3,2025-08-19 06:44:51.770559166,in_progress,lower_fee
904,2527,3,2025-08-19 19:21:50.493544411,new,lower_fee
567,3812,6,2025-08-23 23:38:26.742512241,rejected,provider_backup
771,2230,4,2025-08-24 05:48:32.015601225,new,higher_conversion
577,1127,8,2025-08-24 07:08:56.710390568,rejected,provider_backup
956,451,6,2025-08-24 13:30:21.953703791,in_progress,provider_backup
523,1102,4,2025-08-26 19:50:07.047609269,approved,higher_conversion
419,3430,1,2025-08-28 22:40:39.857377358,rejected,provider_backup
682,645,5,2025-08-29 04:23:54.856799118,approved,installments
245,1322,7,2025-08-29 04:51:08.603318989,new,lower_fee
298,2226,7,2025-08-29 13:07:08.113128603,in_progress,provider_backup
17,1074,6,2025-09-01 05:17:28.105690585,approved,additional_payment_methods
618,747,7,2025-09-02 00:38:06.278733185,new,lower_fee
608,2797,6,2025-09-02 04:07:04.351587208,approved,higher_conversion
94,1296,1,2025-09-03 01:44:20.072415290,approved,installments
340,1198,7,2025-09-03 14:09:57.085519738,approved,higher_conversion
769,2906,5,2025-09-03 14:57:30.926935688,new,lower_fee
218,34,3,2025-09-04 14:27:11.729983510,approved,international_payments
353,1273,7,2025-09-05 17:38:37.453268047,approved,higher_conversion
538,3608,5,2025-09-05 21:59:01.286703441,approved,additional_payment_methods
275,1834,8,2025-09-07 21:02:38.697468027,approved,lower_fee
797,46,7,2025-09-08 03:54:31.872347809,approved,international_payments
555,2424,4,2025-09-09 07:29:55.361155689,approved,installments
773,1833,1,2025-09-10 03:01:29.589000821,approved,additional_payment_methods
763,1559,6,2025-09-10 09:02:23.478834718,approved,additional_payment_methods
101,1554,1,2025-09-10 13:14:59.826165348,rejected,lower_fee
76,2139,2,2025-09-10 17:29:20.269581497,approved,additional_payment_methods
30,487,8,2025-09-11 06:19:47.103474390,approved,additional_payment_methods
516,1109,6,2025-09-11 17:57:55.626102380,approved,lower_fee
537,534,7,2025-09-11 21:41:34.969465695,rejected,lower_fee
798,3410,7,2025-09-11 22:04:35.988798767,approved,international_payments
222,734,6,2025-09-12 04:55:06.739243906,approved,lower_fee
832,1922,1,2025-09-12 14:13:42.429548223,approved,lower_fee
642,3104,7,2025-09-13 23:31:03.470452406,approved,higher_conversion
915,3859,2,2025-09-15 03:05:30.242433736,in_progress,lower_fee
779,1159,8,2025-09-16 05:09:35.997841135,new,installments
139,965,7,2025-09-16 14:44:57.058388561,approved,lower_fee
961,1570,1,2025-09-17 07:48:12.619328015,approved,lower_fee
134,1376,8,2025-09-22 15:21:49.287389759,in_progress,higher_conversion
843,1676,3,2025-09-23 23:18:04.485107683,approved,higher_conversion
683,1050,2,2025-09-24 08:58:48.333517924,approved,lower_fee
863,2526,5,2025-09-24 17:35:42.212085150,approved,installments
938,3354,4,2025-09-26 11:43:15.957027808,approved,additional_payment_methods
551,3257,3,2025-09-27 08:10:11.333672764,new,additional_payment_methods
302,472,6,2025-09-27 13:41:20.470282055,new,lower_fee
766,757,4,2025-09-29 07:17:34.018121797,approved,higher_conversion
40,2100,7,2025-09-30 06:22:13.759631978,approved,international_payments
616,2174,8,2025-10-02 17:16:20.192708075,new,higher_conversion
278,2728,6,2025-10-03 06:41:54.391561781,new,higher_conversion
987,2776,2,2025-10-04 03:50:15.338174518,approved,lower_fee
579,3251,4,2025-10-04 18:23:02.214328612,approved,provider_backup
512,2520,7,2025-10-05 01:54:56.654558220,rejected,additional_payment_methods
212,1000,3,2025-10-05 16:34:00.402400795,approved,lower_fee
977,3228,6,2025-10-05 22:23:46.156419590,approved,higher_conversion
528,3143,3,2025-10-06 01:33:03.823037481,approved,provider_backup
389,1243,7,2025-10-07 14:48:26.977036253,approved,international_payments
933,1816,4,2025-10-09 11:44:47.316251842,approved,lower_fee
966,4665,6,2025-10-10 15:05:47.162306789,approved,lower_fee
703,3138,2,2025-10-12 12:00:43.034028050,approved,lower_fee
497,545,3,2025-10-12 23:51:25.272193320,new,higher_conversion
762,1261,7,2025-10-13 11:49:37.448304011,approved,higher_conversion
14,795,2,2025-10-13 18:04:41.731368124,approved,provider_backup
244,4078,8,2025-10-15 02:10:58.343136800,approved,additional_payment_methods
248,1418,6,2025-10-15 09:23:56.969047353,in_progress,higher_conversion
686,4404,7,2025-10-15 14:23:40.301471982,in_progress,international_payments
202,765,1,2025-10-15 15:40:09.245437477,approved,lower_fee
437,2255,8,2025-10-16 06:12:32.069781430,approved,international_payments
609,4292,4,2025-10-17 17:55:09.113372960,rejected,lower_fee
50,2660,3,2025-10-17 18:44:03.669080839,approved,higher_conversion
859,4175,1,2025-10-18 07:39:04.660871192,approved,lower_fee
391,1579,4,2025-10-19 21:54:01.556465946,approved,lower_fee
491,355,7,2025-10-19 22:50:53.018600350,approved,higher_conversion
206,2195,1,2025-10-19 23:10:21.266570254,in_progress,lower_fee
792,1722,3,2025-10-20 23:03:22.797591154,approved,higher_conversion
41,3600,8,2025-10-22 17:26:04.111639886,approved,international_payments
704,2670,7,2025-10-24 02:49:03.888027079,approved,additional_payment_methods
466,3575,4,2025-10-24 22:16:37.183964044,approved,lower_fee
443,2562,6,2025-10-25 04:24:29.395899609,approved,provider_backup
319,4803,7,2025-10-25 22:25:00.251854226,approved,provider_backup
659,1136,7,2025-10-26 16:10:55.644639172,rejected,lower_fee
922,1544,7,2025-10-26 18:38:21.745651431,approved,higher_conversion
294,2196,1,2025-10-26 23:52:59.179405935,approved,lower_fee
590,4744,5,2025-10-28 09:54:37.767275726,approved,lower_fee
545,4173,5,2025-10-28 13:05:50.060425468,approved,additional_payment_methods
166,3592,6,2025-10-29 14:43:54.212489307,in_progress,additional_payment_methods
32,394,2,2025-10-29 19:44:04.686118111,approved,additional_payment_methods
891,3027,2,2025-10-30 01:48:22.212084636,approved,higher_conversion
401,1075,7,2025-10-30 08:29:49.725416802,approved,lower_fee
418,4996,8,2025-11-01 21:02:58.330062643,approved,lower_fee
824,4560,5,2025-11-02 00:09:34.991982073,approved,higher_conversion
62,4396,5,2025-11-02 03:56:18.498331327,in_progress,additional_payment_methods
423,2373,2,2025-11-04 05:03:16.168934832,approved,lower_fee
60,2571,6,2025-11-04 18:25:41.465328857,approved,international_payments
888,3733,3,2025-11-04 22:10:30.268714711,approved,lower_fee
314,4924,2,2025-11-05 01:12:05.727631584,approved,lower_fee
778,379,8,2025-11-05 18:01:07.097908610,new,lower_fee
754,4827,8,2025-11-07 18:39:51.240560442,new,lower_fee
291,492,5,2025-11-07 22:58:41.150972873,approved,provider_backup
214,2484,4,2025-11-08 20:58:06.463470547,rejected,higher_conversion
7,590,6,2025-11-09 08:43:26.503191831,approved,lower_fee
480,220,2,2025-11-09 09:06:22.718140125,in_progress,lower_fee
746,2935,1,2025-11-12 05:07:41.948583961,approved,lower_fee
785,4013,2,2025-11-12 16:59:41.302539937,rejected,additional_payment_methods
974,1306,2,2025-11-13 21:44:11.549810354,approved,lower_fee
338,556,2,2025-11-14 00:28:45.542567372,approved,international_payments
438,3913,7,2025-11-14 00:31:12.527807578,approved,higher_conversion
446,1655,6,2025-11-16 22:51:06.155318283,approved,provider_backup
886,1748,1,2025-11-17 03:18:03.484647050,approved,installments
680,3096,8,2025-11-17 11:22:54.282846346,in_progress,international_payments
568,1868,2,2025-11-19 06:37:56.060670689,approved,international_payments
194,4667,4,2025-11-19 20:40:36.834071681,approved,lower_fee
455,4687,6,2025-11-22 19:06:44.230824813,rejected,higher_conversion
643,2750,5,2025-11-23 01:08:35.439345881,approved,installments
976,3271,8,2025-11-23 14:58:21.668655351,approved,additional_payment_methods
676,3248,8,2025-11-23 16:24:08.837096252,rejected,higher_conversion
934,569,1,2025-11-24 14:48:46.724436566,approved,lower_fee
193,3945,3,2025-11-25 22:58:10.453150406,approved,lower_fee
582,4546,6,2025-11-27 01:23:49.916424919,rejected,lower_fee
201,3892,4,2025-11-28 01:25:58.945584208,approved,lower_fee
758,2537,6,2025-11-28 15:55:14.871998832,rejected,lower_fee
569,2615,4,2025-11-29 00:19:32.734962454,in_progress,higher_conversion
745,4893,5,2025-12-01 19:42:33.365282074,rejected,lower_fee
492,1434,2,2025-12-03 07:02:47.552019089,approved,additional_payment_methods
29,4685,8,2025-12-04 19:56:12.534877057,approved,lower_fee
135,3969,3,2025-12-05 09:19:38.902995296,in_progress,international_payments
868,2998,5,2025-12-05 11:19:35.828491747,approved,lower_fee
892,4933,8,2025-12-05 12:04:44.737962108,approved,additional_payment_methods
189,531,4,2025-12-06 03:56:06.738738760,approved,higher_conversion
386,1551,1,2025-12-06 05:46:30.402597877,approved,installments
388,316,4,2025-12-06 19:03:16.703616148,approved,international_payments
660,1205,8,2025-12-08 07:19:05.264265060,rejected,lower_fee
575,71,6,2025-12-09 00:21:40.092664585,rejected,lower_fee
592,1363,1,2025-12-09 22:43:03.818149891,in_progress,installments
67,3341,6,2025-12-10 18:22:42.352354401,approved,lower_fee
959,4723,4,2025-12-11 10:39:35.813570876,approved,lower_fee
712,1508,8,2025-12-11 18:29:38.124564532,in_progress,lower_fee
531,2925,6,2025-12-12 05:30:59.624678675,new,lower_fee
971,1787,5,2025-12-12 12:18:10.123993581,approved,international_payments
940,4955,3,2025-12-12 16:01:12.256483296,approved,additional_payment_methods
3,2654,6,2025-12-12 16:37:05.029946517,new,higher_conversion
547,3666,1,2025-12-13 02:46:51.772058859,approved,lower_fee
447,2329,3,2025-12-14 13:48:21.184480496,rejected,lower_fee
33,4843,4,2025-12-14 21:00:57.483577326,approved,provider_backup
171,3419,5,2025-12-15 07:36:42.670766894,approved,lower_fee
955,626,4,2025-12-16 21:03:38.761136875,approved,provider_backup
514,997,4,2025-12-17 01:58:59.244443215,approved,lower_fee
240,4864,4,2025-12-17 02:35:43.030068621,in_progress,international_payments
612,4567,7,2025-12-18 12:00:35.502068274,approved,lower_fee
143,4879,5,2025-12-18 22:27:26.060152499,approved,lower_fee
610,4969,7,2025-12-21 21:55:29.215879112,approved,international_payments
836,2722,1,2025-12-22 05:49:16.583799675,approved,provider_backup
148,3581,7,2025-12-23 06:56:00.653720200,approved,lower_fee
89,4798,4,2025-12-23 23:41:33.098153405,new,international_payments
326,978,7,2025-12-24 13:36:07.754417785,rejected,higher_conversion
65,24,2,2025-12-24 13:41:40.412006009,in_progress,international_payments
562,3339,5,2025-12-24 23:16:16.639023274,approved,higher_conversion
395,860,6,2025-12-25 03:45:06.503180183,approved,lower_fee
756,299,7,2025-12-25 06:46:47.887823191,approved,lower_fee
962,1035,4,2025-12-25 22:10:51.309259016,in_progress,provider_backup
960,2985,7,2025-12-26 10:45:20.307266135,approved,additional_payment_methods
435,2054,2,2025-12-28 14:03:54.626929019,rejected,additional_payment_methods
800,1076,5,2025-12-29 02:07:49.936880913,rejected,international_payments
776,3617,3,2025-12-31 13:28:16.469163388,approved,provider_backup
507,1361,8,2026-01-01 08:07:02.520739128,in_progress,additional_payment_methods
900,3486,6,2026-01-03 02:17:55.240071483,new,international_payments
374,2032,8,2026-01-03 09:36:40.840509139,approved,international_payments
169,3009,3,2026-01-03 12:07:01.393222123,approved,higher_conversion
828,1210,8,2026-01-03 17:43:29.169788070,rejected,provider_backup
21,927,3,2026-01-05 02:35:13.945762634,new,international_payments
500,3551,3,2026-01-05 14:59:29.232471172,approved,additional_payment_methods
873,204,2,2026-01-05 15:14:23.982627906,rejected,higher_conversion
988,193,5,2026-01-05 21:08:27.948295454,approved,international_payments
292,2963,8,2026-01-06 04:15:36.406996414,approved,additional_payment_methods
967,151,5,2026-01-07 12:26:36.454727318,rejected,international_payments
587,4520,7,2026-01-09 03:56:12.799462542,rejected,lower_fee
175,473,6,2026-01-09 10:56:15.118333641,new,higher_conversion
433,1873,4,2026-01-09 16:11:15.451127820,in_progress,international_payments
738,829,7,2026-01-09 20:40:16.928230345,approved,lower_fee
650,4191,8,2026-01-10 05:52:16.750294650,approved,additional_payment_methods
120,2352,1,2026-01-10 22:55:28.777782664,in_progress,higher_conversion
177,4075,5,2026-01-11 01:53:38.784074496,rejected,additional_payment_methods
472,2673,1,2026-01-11 07:16:50.932283379,approved,higher_conversion
233,1256,2,2026-01-11 11:08:10.317800120,approved,provider_backup
740,275,7,2026-01-11 14:09:15.370747149,approved,lower_fee
599,1042,2,2026-01-11 16:06:47.767591000,rejected,additional_payment_methods
456,1293,1,2026-01-12 14:38:47.699025646,approved,lower_fee
994,2308,8,2026-01-13 23:14:47.220330313,approved,lower_fee
301,133,8,2026-01-14 14:19:14.793914080,approved,higher_conversion
989,4850,5,2026-01-16 00:16:37.366432920,new,lower_fee
527,4255,5,2026-01-17 06:15:22.205051024,rejected,lower_fee
118,2095,7,2026-01-17 15:02:28.060014799,approved,lower_fee
368,430,8,2026-01-21 00:53:05.898876630,in_progress,lower_fee
935,2168,1,2026-01-22 10:22:17.480395392,approved,lower_fee
93,158,3,2026-01-22 13:14:04.238830388,approved,lower_fee
777,799,3,2026-01-23 08:59:55.457014501,approved,international_payments
477,2759,6,2026-01-25 02:50:33.816313609,in_progress,lower_fee
510,2005,8,2026-01-25 22:48:14.457212389,approved,additional_payment_methods
817,2285,6,2026-01-26 07:22:39.771353245,approved,lower_fee
984,3023,5,2026-01-26 15:40:51.702971324,approved,higher_conversion
